"userid","ope","con","ext","agr","neu","item_level","blocks","date"
"009454889775e8d31afd483e005e71d7",4.25,3.25,2.5,3.75,3.5,1,20,""
"0094e0b4b6aaf28613e04429fce5d508",4.5,3.4,1.9,2.55,3.2,1,100,""
"0095896fbcad5c5dec1d14b650701717",5.0,4.75,5.0,4.25,2.5,1,20,""
"0095d4d2127c3fc39097054b005294df",4.1,3.3,3.65,3.1,3.55,1,100,""
"0095f333d01e5b0c942ddb9845b04650",4.25,3.25,3.75,4.0,3.75,1,20,""
"009619a24df0bc13e0d8eb35c6da6d00",3.25,3.0,4.25,3.75,3.25,1,20,""
"00961a4dc3179f6a27f7eaac700a4ec0",3.75,4.0,2.75,4.75,3.25,1,20,""
"0096ee41497754641b003070489a0b38",3.5,4.25,5.0,4.75,1.25,1,20,""
"009870fd9da90b7ed7dc758af18aab84",3.5,2.75,3.25,2.5,2.75,1,20,""
"0098a5d7eeae421708b5fcd522630cb5",4.0,4.5,3.5,5.0,1.5,1,20,""
"0099d9d97bf6be6eda526d42f3c58850",4.4,3.85,4.1,3.35,2.35,1,100,""
"009a34e8b0352d0d6e725815ca9edd2a",4.0,2.7,2.6,3.3,4.2,1,50,""
"009bd44cccf8a2b9e29479f375b9acd6",2.5,3.0,2.5,2.5,3.5,1,20,""
"009d96a823b6f6c085c092fb177491f6",4.75,1.9,3.6,3.25,2.6,1,336,"2010-05-11"
"009e3ded1f81ef71bb25d5640c8acebe",4.75,4.0,3.5,2.75,2.75,1,20,""
"009f0b9c824cf01186156c49ca13c464",4.65,3.2,4.1,3.0,2.95,1,100,""
"009f5c208946afd3751e11101db7d751",4.0,2.75,2.75,3.5,3.5,1,20,""
"00a09b680200ee13774d7c79f44b7439",4.75,3.25,2.75,3.5,2.5,1,20,""
"00a2733074405eba2809497288d73678",3.55,1.55,4.05,2.85,4.35,1,100,""
"00a3419998bbb59dd8d7f35da9603c63",4.0,3.0,3.25,3.5,2.75,1,20,""
"00a392dbdda97a98a7b8aaf24e9eb57d",3.71,4.31,4.21,3.5,2.43,1,70,""
"00a48cc173e8645ac2cb29216695cdd5",4.75,4.25,4.0,4.5,1.0,1,20,""
"00a53428e7d0e044925c74d99575e974",3.25,4.5,3.75,4.25,2.25,1,20,""
"00a5b09bcedb7ca660d6fad2165053f5",3.36,2.93,4.71,4.21,3.5,1,70,""
"00a5e744c43ca46e12d450ec026ff4af",4.0,2.33,2.0,3.5,2.67,1,30,""
"00a60dfb73b5b9596eabbbbe2c527f68",3.5,2.67,2.0,3.67,1.33,1,30,""
"00a751128d35d576ea4fa00e8bc41d74",4.25,2.5,4.5,3.75,2.5,1,20,""
"00a785b08795429ac375e2e803e7e73e",3.0,3.0,3.75,4.25,4.25,1,20,""
"00a79e823884c04bf3b80fa87289e72c",4.2,2.3,3.05,3.45,4.3,1,100,""
"00a86cc7bb963510422d45feda638e31",4.0,3.0,2.0,3.75,3.75,1,20,""
"00a8a2baa15d5b341938363805fe95cc",4.0,3.75,3.75,2.75,3.0,1,20,""
"00a8c78bf3b041353007c34095ec7157",4.25,2.5,4.75,4.0,1.75,1,20,""
"00a93ad7caad769f5022e979d6067ea5",2.75,4.25,2.75,4.0,2.5,1,20,""
"00abaf3947becf4063456f0c8090fbc5",4.5,3.9,3.9,3.7,2.0,1,100,""
"00ade83529cd9b5f40ff74d443667976",3.5,4.0,2.75,4.25,3.25,1,20,""
"00ae561b72f8ec51781b8c976c64797d",3.75,2.75,3.5,4.0,3.5,1,20,""
"00ae8cd213c6945b19e5eb8b5654de0d",3.5,3.75,3.5,3.5,3.75,1,20,""
"00ae8e17f8a22ef62a4c78082dba74ac",3.5,3.75,4.5,3.75,2.25,1,20,""
"00af254833f7a643f9a40cf5fc8b7080",4.0,2.75,3.75,3.75,2.0,1,20,""
"00b0cf4618a9c912c7f07fe9930da1a3",3.25,2.25,3.25,3.75,3.75,1,20,""
"00b10a5c6976e2c1c4efbe6ca567ac23",3.25,3.75,4.5,2.5,2.75,1,20,""
"00b14e6c8a321101c963f29d9f72e0cf",4.0,4.5,4.0,2.0,2.25,1,20,""
"00b179a616a9570fe113b7c49c9b5111",4.25,2.25,4.5,3.5,4.0,1,20,""
"00b22f1adb7332962d8546b3152ea025",2.75,2.75,2.55,2.25,3.6,1,100,""
"00b33a3f254cceaec3866581285a7465",4.25,3.5,1.0,3.33,2.25,1,20,""
"00b3d7ac0d2da3d4d2f1aa9b1006a5a0",2.5,4.0,3.75,3.5,2.5,1,20,""
"00b4c1f42ae885c9447434a6c64631ff",2.7,3.8,3.1,2.5,3.8,1,50,""
"00b4c92bdbe87b99d6fe7a80ade73bd7",3.5,4.0,3.75,2.5,2.5,1,20,""
"00b64eb679ec1822777a3688e4ad88ab",5.0,3.0,3.75,2.0,4.5,1,20,""
"00b7049f52c98399879f200e2b5845e4",2.8,4.45,4.35,2.15,2.65,1,100,""
"00b71b5aefd9e07ce4c11c9cda623c2b",4.5,4.25,4.0,3.25,3.75,1,20,""
"00b776594351b59fbe59458922eda238",2.5,2.5,4.0,3.67,2.25,1,20,""
"00b785e6ac9c185b68282fea033c32c5",4.2,3.9,4.7,3.9,2.15,1,100,""
"00b7a0464aae730e847a31b2f26a65c9",4.63,3.0,4.0,3.75,2.13,1,40,""
"00b8147d1990f842b39d96bbef56abe5",3.5,3.25,3.25,4.0,1.75,1,20,""
"00b8efd12a0dabd77da3cd7632999cea",4.25,2.75,4.25,3.5,2.75,1,20,""
"00b9136ed5d5fbbb775b96066618629e",3.0,4.25,4.0,3.0,3.75,1,20,""
"00b9339f9b3ff9844fbab7c29a96c3c5",4.32,2.1,2.1,2.7,4.7,1,100,""
"00ba01fd9b96cddcf42079753dcaa7ec",4.25,3.33,3.75,3.75,2.5,1,20,""
"00ba4ad85a61a0313eece1445322b923",3.5,3.19,3.13,3.38,2.94,1,80,""
"00ba5838e4a233d7d9433d4fe7d909e4",4.2,3.5,3.7,3.7,2.5,1,50,""
"00ba90151a75e112a6add0e84641c490",4.0,2.0,3.25,3.5,2.5,1,20,""
"00ba9e1672e3ae96596e6173e6c7da5a",4.0,3.75,2.65,3.9,3.0,1,100,""
"00bac9dd38ad619347c9269832e743a4",4.25,4.5,4.0,4.25,2.0,1,20,""
"00bacab1241e1f0b8d962bd675fc7d49",5.0,3.75,3.25,2.5,1.75,1,20,""
"00bad2001df4018799e70adcb6f6448e",4.0,3.25,2.5,3.5,2.25,1,20,""
"00bb6bbbe2b863144caed9844e11a91b",3.75,3.25,2.75,3.75,2.25,1,20,""
"00bb7a58d46549fa64d3f2fc3370861e",5.0,3.75,4.75,2.25,2.75,1,20,""
"00bbb2a726f0f8f591d4f8ba0d01851a",3.89,2.7,2.11,2.55,3.15,1,100,""
"00bd5e08b07fc8d4d8554894824929d1",4.0,4.75,4.0,4.25,2.0,1,20,""
"00bdf2b8a5f1d36f98055ccfa51291c1",4.5,2.33,2.5,4.0,2.5,1,20,""
"00bed0fee4603661afadbfd9d844ed7b",3.5,4.17,4.5,3.17,2.17,1,30,""
"00bf04cf053fd4238c37620fa2ed21a1",5.0,3.5,3.5,4.75,1.5,1,20,""
"00bf9dad582f93e2644b33545b6aa067",3.0,3.25,4.0,2.25,2.75,1,20,""
"00bfcf57a0ebfdd0dd00179c1cf1ac22",4.42,3.83,3.58,4.5,3.17,1,60,""
"00bff484ce821ce2f208bf2ce02686f4",3.25,3.0,3.25,3.75,3.5,1,20,""
"00c1cd4a6784525ccb39769d5b9e9399",3.75,4.25,4.75,4.75,1.5,1,20,""
"00c23db9e55e6b106dc41d53dc484571",3.95,3.75,4.05,4.4,1.6,1,100,""
"00c30fd7590539ea75753e61c1a19ecf",3.5,4.4,4.17,4.5,2.67,1,30,""
"00c3eb88c1a694e963c06fb53d6ce96e",3.75,3.25,3.0,3.75,3.25,1,20,""
"00c45493cf18b872010c18dcc4bee778",2.25,3.25,5.0,4.0,1.0,1,20,""
"00c57930c441201364150c8556bdcb81",5.0,1.75,2.25,3.0,2.5,1,20,""
"00c69df4ec41f61da30ed2874b9fbfaf",4.25,3.25,3.3,3.3,3.45,1,100,""
"00c6aacfe1ed0493f8485588b90a9ee1",3.67,1.5,3.5,3.83,1.67,1,30,""
"00c73d4aafca271982d3bbb71da0ba4b",4.75,4.0,4.75,3.5,1.0,1,20,""
"00c86276c7ceef0f51631b0b7d78f6ad",2.5,2.75,3.25,3.5,2.25,1,20,""
"00ca207934e6ce0cbb6069901ff61296",3.4,3.9,3.25,3.4,2.6,1,100,""
"00ca35c064548c8422e079698577ee58",4.5,3.75,4.5,4.25,1.25,1,20,""
"00cc46a8b0847546e7f8a1bf6db94cf2",3.25,3.0,4.25,3.25,2.75,1,20,""
"00cca7c4dcefde7739887f240b74bd45",3.75,3.5,3.25,4.0,3.5,1,20,""
"00cd7fd9249c262d39bf7ff0b81f0c7d",3.5,3.45,3.84,3.55,2.75,1,100,""
"00cd8c510c4a5417dbf56b792d683180",3.4,4.3,3.45,4.2,2.75,1,100,""
"00cd97b10ee2f3f5c2263b8397b46541",3.25,4.25,3.75,4.0,2.5,1,20,""
"00ceb14826a13ec101aa7256b8f0c3c6",4.35,3.25,3.05,3.5,2.26,1,100,""
"00cf01bc67acfe6223b6e7e977ddb1d3",4.0,2.75,2.0,2.75,3.25,1,20,""
"00d01524c476401cb6d9f45370f4dab4",3.75,4.5,4.25,4.25,3.0,1,20,""
"00d0f5895ea954037a149b2248f66381",3.75,2.67,2.25,1.75,5.0,1,20,""
"00d139c6f6ef086846111f6533f44711",4.25,3.5,2.6,3.75,1.8,1,100,""
"00d2a7636add80c45262268aa0bc8b03",3.25,5.0,5.0,2.33,2.33,1,20,""
"00d2a8fab48e66cd39c7cb16e8a0973a",3.5,3.5,4.25,4.0,1.33,1,20,""
"00d2e2d1a30208132de9584a9af325b6",3.8,3.89,4.25,3.95,1.79,1,100,""
"00d30c7dded88358d23fcf1b6f284bd5",4.75,4.5,4.25,4.0,2.5,1,20,""
"00d467d9b9e9e182b699aa7e329d46bd",4.38,2.13,3.5,3.0,2.5,1,40,""
"00d4e7da00befd21d5ac3851c0496e16",4.25,3.5,4.5,4.5,1.75,1,20,""
"00d541d68a3ca6f21628bb812481f644",3.25,3.0,4.25,4.25,3.0,1,20,""
"00d6366f882a82fcd574e615f270826f",3.05,1.65,2.9,3.45,1.85,1,100,""
"00d65579f8a6cdcd3c807ad89d861a00",4.5,3.5,4.25,4.5,2.25,1,20,""
"00d6a43201af8f2c64ab6e835921ac05",3.25,3.0,3.5,3.25,3.5,1,20,""
"00d6fc22f5439d5be6e39b91760739e3",3.6,2.6,3.5,3.1,1.89,1,50,""
"00d705e19e20a575eb09614096dd818f",4.5,4.5,4.75,3.5,3.25,1,20,""
"00d7b3325c1b6cb182b43cae740bfecb",3.25,3.0,1.25,3.0,4.75,1,20,""
"00d7f8e7f4c202a608869c82675aa5fc",3.0,4.0,4.0,4.25,1.5,1,20,""
"00d85666f1eaafeab469ab390d47a071",4.25,2.0,4.0,3.25,3.25,1,20,""
"00d9319824bd8aa34089ae65bf8e496e",2.5,3.75,3.25,2.5,3.75,1,20,""
"00da01c1897b5cde49b2b4b23dee93d9",3.5,2.75,2.25,3.25,3.5,1,20,""
"00da0554c93c5b831fbafa8834e6af38",3.75,3.0,3.67,3.25,3.75,1,20,""
"00da7be368d46fa835e76e0f9e6b9365",4.2,3.95,3.95,3.2,1.9,1,100,""
"00daa6f5b6d92ff2fd58f57bd181428b",4.5,3.0,4.0,4.25,3.0,1,20,""
"00dace30b09f383d562b2860c37f6cb9",3.67,4.33,4.0,4.33,2.17,1,30,""
"00dad8b49b8e7dae64d4386384bc945f",3.5,3.55,4.1,3.5,2.25,1,100,""
"00dde51bb53b8ae32aedaedfdf7c9f51",4.25,5.0,3.25,4.0,2.25,1,20,""
"00dea21ab79c6f4c8fb760e854279d19",4.5,1.75,3.75,1.67,4.75,1,20,""
"00dec8eb4cf08d0b4e9f5cece6484b03",4.25,4.75,3.75,4.25,2.25,1,20,""
"00dfec71f0f8f918c56d81d78cefaeeb",4.5,3.75,4.0,2.75,4.25,1,20,""
"00e02fa38c3593ccaf691e1a0c81d373",4.25,3.0,4.25,3.75,3.75,1,20,""
"00e12287950abc2ad164e3bd3a3cc762",4.14,3.93,2.5,2.57,3.5,1,70,""
"00e29b43fe092b6b93eef3dbc34a22aa",3.33,3.0,3.5,4.5,1.25,1,20,""
"00e323f7bff64555ce0e79bb3cdb255c",3.8,2.45,3.8,1.55,3.5,1,100,""
"00e40b51978c518e7c2c4ef5a4fafcde",4.0,3.75,4.0,4.25,3.25,1,20,""
"00e4afcb5991611e25ef7ddcaeceeed6",3.25,3.75,3.0,2.5,3.5,1,20,""
"00e4e4419ac1a64995bb6845dca95d1e",4.0,4.25,4.0,3.75,3.0,1,20,""
"00e68daefd5a08081da9c73baa2a493b",4.8,3.2,3.9,4.15,2.55,1,100,""
"00e83e4faa22807bed5240613fbe1b30",5.0,3.25,2.75,3.75,1.25,1,20,""
"00e85871637f945d0558d6ba061f7062",4.75,4.25,4.5,4.25,1.75,1,20,""
"00e974386ec7b4467354fa32242358ad",3.75,3.25,3.5,3.75,2.5,1,20,""
"00e9dac8c898c56c2d5ed7c739af48e7",5.0,4.5,5.0,5.0,1.0,1,20,""
"00e9e8c424a7eba35f0f4afb082bcdff",3.5,4.0,2.5,3.25,3.25,1,20,""
"00ea2059a93a67f9475a6e40aedd512d",3.5,3.0,3.5,4.25,1.75,1,20,""
"00ea9cf0df4fa38b9b7a9ec05fcd586d",3.75,3.25,2.25,3.25,3.0,1,20,""
"00eace3113bbd386b0b33ea2fe8ff6af",4.0,3.35,3.6,3.45,3.0,1,100,""
"00ec057a4b266d83b18595ee9847f777",3.5,4.25,5.0,3.25,1.75,1,20,""
"00ed5077fb1a3bb488e458701a750bd7",2.5,3.25,3.5,3.0,2.5,1,20,""
"00edd874e544ad012abad24c7868038c",2.25,3.5,1.75,3.0,2.0,1,20,""
"00ee7aa9f035bd0207e7f3f3a783dd00",3.94,3.81,4.31,3.94,2.19,1,80,""
"00ee93a87b787606171f3ed88764d8db",3.75,3.5,5.0,5.0,1.0,1,20,""
"00ef8a8951901c56efb8dfe8e4d3df09",4.5,3.0,3.25,3.25,1.75,1,20,""
"00f00a2eb31fe0330e84eebdd3a870ad",3.25,2.5,3.25,4.75,3.5,1,20,""
"00f0164b71d1523a88a93a1a39e65469",4.9,2.8,3.05,2.85,3.65,1,100,""
"00f140132d031f72711c53be9cef8160",4.0,4.25,1.75,1.33,3.5,1,20,""
"00f17f3852f830151cacfeadb8925527",3.07,4.77,4.36,3.43,2.71,1,70,""
"00f20550a65defa0c08a9fa025ccd311",4.0,3.25,4.25,4.25,2.25,1,20,""
"00f279f159cd79ffb678548697f6ab53",4.25,4.4,4.7,3.85,1.7,1,100,""
"00f2cf4a993cdfdbda04a7a0035423d2",3.95,3.3,2.35,4.05,3.2,1,100,""
"00f30ac0b04299db6256def3186f2dfd",4.2,2.8,3.25,1.85,3.26,1,100,""
"00f30ce6fcd039fad15e830cdafcd531",5.0,2.75,2.75,5.0,3.75,1,20,""
"00f31654bd095344ac9932a26d5a6ab4",3.93,3.5,3.43,3.21,3.36,1,70,""
"00f3c4c7f8f0403cdd1e4e330874a962",4.0,3.5,4.75,3.0,1.25,1,20,""
"00f3d1286f11fb53ce139db0fe7001df",4.0,2.67,4.5,4.0,2.0,1,30,""
"00f5cec06984192f4d828ec41c203c4f",3.75,3.5,4.25,4.0,2.0,1,20,""
"00f6a4bc66f78bb136c551ee3ca0f245",4.5,3.5,4.35,3.35,2.0,1,100,""
"00f72b74a9f463d75043dea9bf0165ef",4.25,3.25,4.0,3.5,3.0,1,20,""
"00f736c3b74bde6bde1ae8819696ecf7",4.5,2.0,3.25,4.0,3.0,1,20,""
"00f7f65544ec2024736a9d15b2ebb942",4.5,3.5,4.25,3.0,2.75,1,20,""
"00f835384bb9407d4955c0f41dcdd324",3.5,3.75,3.5,3.25,2.25,1,20,""
"00f9627ab564d0f0150222b73aeb1985",4.0,4.75,5.0,4.75,1.0,1,20,""
"00f9ae6e32b0361a4cd5da2b4658b600",5.0,2.5,3.0,4.5,2.25,1,20,""
"00fa3583911fad377e4ca29c548b587e",4.25,4.25,4.75,4.5,2.0,1,20,""
"00fa8e467af90e73a1ea8f11c0885ebf",4.15,3.65,2.65,1.55,3.0,1,100,""
"00fd03379dc7504283f401e69dff4d0e",3.25,3.75,3.25,5.0,2.5,1,20,""
"00fd04a0ebd77a1ff517526f7d616c31",3.0,4.0,4.5,4.0,1.75,1,20,""
"00fd581f8597857e67c80c88bf330018",2.25,3.25,5.0,2.75,2.5,1,20,""
"00fd62bd8e8f85cff037add078d5611b",4.25,1.0,2.0,2.5,4.0,1,20,""
"00fd7565f555cf2efd04bbc8d6dc4715",3.25,5.0,3.0,4.0,3.0,1,20,""
"00fe434ad8b98e977a6e0a5cb755145e",3.75,3.0,4.0,3.25,3.25,1,20,""
"00fed90b878996fb48e15a4c382fee77",4.67,3.0,4.0,3.5,2.0,1,20,""
"00fedaf01206c597cb6a024b4b2444fe",4.75,4.75,4.5,4.0,1.75,1,20,""
"00ff0c7265be6ae4b2861849a9249136",4.5,4.21,3.64,4.07,3.14,1,70,""
"00fffe37edf008390f0a69d96243eb69",2.75,3.25,3.25,3.75,3.25,1,20,""
"010038ba22c2e6afbff8cadd73b45362",2.75,2.5,2.5,3.0,4.75,1,20,""
"01008f3b3d099c50e984ccfee58f32a6",3.4,2.4,2.05,3.45,4.05,1,100,""
"0100bf1ae60d7dbebf379291e14f2eda",3.95,3.1,2.85,3.25,3.5,1,100,""
"01014e4ef6b6acc5319cf90032f25064",4.2,2.55,4.15,3.15,3.3,1,100,""
"0102609d669a69aa384ccc6808103506",3.5,2.75,4.25,3.0,3.25,1,20,""
"010277c289183d1a2e258bbceae8605c",4.5,4.5,3.0,3.5,3.75,1,20,""
"010283869eaf5e896421faabd8e462b4",4.0,3.25,3.25,4.0,3.5,1,20,""
"010288ff338cb0d951bd691015f29285",3.5,4.25,4.75,4.75,2.75,1,20,""
"0103c5e669b5daa473ac51bc860ee0e4",3.4,2.75,4.25,3.45,3.15,1,100,""
"0104655a98e31ec971d777f4714cd1c7",3.75,4.25,3.0,4.75,2.5,1,20,""
"010483c048d4d255caa9c206ce5f778c",3.83,3.5,4.33,3.0,3.0,1,30,""
"0104c9c319f4547bf22e5e92f9dda0c1",4.5,3.5,4.0,4.1,1.8,1,50,""
"0105144357e04fe5fce45d5b423c7d36",4.5,2.67,3.75,4.25,2.25,1,20,""
"01060b96fd8eb47869036324a2991a8d",3.5,3.25,2.75,1.5,3.0,1,20,""
"01066e61f61c66eb286e8c8944c283c6",4.38,4.5,2.63,4.25,2.38,1,40,""
"01069ee369cd74e8f5b4d8b972f79277",3.5,3.5,4.0,3.5,2.25,1,20,""
"0106c3cd4887ac0db6f7b4c3db6de34f",4.75,2.0,3.5,3.25,3.25,1,20,""
"0106fa50fbc3367d8c7119bd766aa8b4",4.25,4.0,4.25,3.25,3.0,1,20,""
"01075b530824828b476b07fe2a7e3b49",4.4,3.75,4.9,4.6,1.95,1,100,""
"01076f580913b5b8ace75d83c518eec6",4.0,3.5,3.5,3.25,2.75,1,20,""
"0107a02ade353b7248c41b0706311c5d",4.25,3.5,4.0,4.25,5.0,1,20,""
"0107a37c363882f1694c738c32a6c15c",4.25,3.0,3.75,4.0,2.5,1,20,""
"0107d741f8b04eacf15d0c439c1ba7b2",4.25,3.5,3.0,3.75,3.25,1,20,""
"010863f9e7a5e1894162d56ba11a2c51",5.0,3.5,4.25,2.5,1.5,1,20,""
"010978f6b2ffe30f57ae8cd3b4ca1079",3.8,2.85,3.55,3.6,2.45,1,100,""
"010a7772246070c328ba4de9a8766f7d",4.25,4.0,4.75,4.0,1.0,1,20,""
"010ac8d6d5fee7a4b493551ca0a8e87f",2.75,3.25,4.0,3.75,3.0,1,20,""
"010b40a988094be8b5da2462ac6ca1fa",4.5,3.0,2.75,2.75,3.5,1,20,""
"010c70b70138a3dcc54e17ee201c2a49",3.29,3.86,2.93,3.57,3.07,1,70,""
"010cf9af563bb1315a382de638ebb447",3.25,3.5,4.5,2.75,1.5,1,20,""
"010d3d2b324d58ac37d943ced27e6ac1",3.69,2.88,3.06,3.31,2.81,1,80,""
"010d44b35745ea78fd8ee8d1ea302861",3.5,2.75,3.75,3.25,3.5,1,20,""
"010d7c98089b43699d3acb75300e27c1",3.85,3.85,4.05,3.2,2.4,1,100,""
"010f31bc6d89dc129818e388ae71dfbe",4.65,2.05,3.47,3.79,4.3,1,100,""
"010f5e96f3b4880ccaee52dbe3de4f5a",4.0,2.5,4.25,3.25,2.75,1,20,""
"011082463e18a3c758e38c83190d495f",4.25,3.5,3.75,3.5,1.75,1,20,""
"0112ed3320899c3e6412390ead015d73",4.75,3.0,2.0,4.25,4.0,1,20,""
"01137540d3c4da69832a92755c4122d9",3.25,4.0,3.25,2.75,3.75,1,20,""
"011409661475cd1b43e29d240fa49d03",5.0,2.5,1.75,3.25,3.5,1,20,""
"01151355dd3baff2a0c0e156083332e6",3.88,2.25,3.0,2.5,3.38,1,40,""
"01154c40b6c01108d4caca6952d889a1",4.0,3.5,3.25,3.75,2.25,1,20,""
"0115f340ff91677bda24311890a12933",3.5,5.0,3.0,4.0,3.0,1,20,""
"01162237b00b08b45d0bd98324d30794",5.0,2.75,2.5,4.25,2.25,1,20,""
"011679a3ae49998801ada93d822b7302",4.1,2.9,2.35,2.15,3.4,1,100,""
"0116f6712d408fdd5a7fd9628a8a648b",3.25,2.75,4.75,3.75,3.0,1,20,""
"01172be918e405d75ae913235f0012ba",4.9,3.4,4.55,2.9,3.0,1,100,""
"0118b52bb375cf212063dbf8ff4a3a63",5.0,3.75,4.0,4.0,1.25,1,20,""
"0118c7d8e9a309abc7f8daef2a7e2e8d",4.0,3.5,2.5,4.0,3.25,1,20,""
"01195379fa29d5907cc25d763fe820fe",3.0,2.25,4.25,4.5,2.25,1,20,""
"0119df255c3807dc157a9b8e964fac57",3.25,4.25,4.25,2.25,1.5,1,20,""
"011a4a5ae8ab71831872ec76e387a5e3",4.35,4.65,4.6,3.37,1.95,1,100,""
"011a6e4aa38bc5878e9a064c22a9d9ee",2.5,3.0,2.5,2.75,3.0,1,20,""
"011cc980a71e2ce12631bda6dda3f6c8",3.5,3.75,2.75,2.5,3.5,1,20,""
"011d281967aa62510e6a07346586e865",4.0,2.0,1.5,3.0,3.25,1,20,""
"011d369a06778501885ccbb7ba6e02ae",3.8,3.95,3.7,3.6,3.05,1,100,""
"011ebd10e8458fe63c2227c64fecec27",4.2,3.2,3.9,4.1,3.5,1,50,""
"01205dcfbfe3e9af2239452711877789",5.0,4.5,2.75,1.75,4.0,1,20,""
"0120cca95a468eb3197dabb7cd9a7477",4.5,3.0,4.5,3.5,4.0,1,20,""
"0120f6fa14da0c3ddc06b19d7b3a7553",4.25,4.0,4.0,4.5,3.25,1,20,""
"012113be477416e3c87b3bfe029f32ef",3.0,3.0,4.0,4.0,1.5,1,20,""
"0121238098698cd71055fb6e8cb4c0e6",4.4,3.35,3.58,4.5,1.2,1,100,""
"01215d4415e8e0845fd28b23c01cdffb",3.5,3.75,3.0,3.25,2.25,1,20,""
"012239603b6300cd956a3f3c56153f74",4.0,3.25,3.75,4.5,2.75,1,20,""
"012254c801cb206dfc48b61d2434c0c9",4.1,3.7,1.5,2.8,3.3,1,50,""
"012294ed0f60a54d07ce4a1955dab11b",4.75,3.25,3.75,2.75,2.25,1,20,""
"01229a991e5956b34947933d87683219",4.25,4.75,5.0,3.0,3.25,1,20,""
"0122aa5fb3c30c0b17ab3a6bf2a989b1",3.25,3.5,3.5,4.25,2.75,1,20,""
"0122c390964fdaa1bfad24bc78a0e88e",4.55,3.5,5.0,4.55,1.2,1,100,""
"0122f2d2d360f09ce5f3d872700f600a",5.0,3.5,3.0,3.75,4.0,1,20,""
"012398ed4164c94944bcb1ebc7d73f9c",3.75,3.25,4.75,4.0,2.0,1,20,""
"0124dbe83f3097f888e3365c3e3e5584",5.0,3.25,3.75,3.25,3.5,1,20,""
"01279ad2a6e524b87677320bf4be32ec",3.5,2.75,3.5,3.0,4.05,1,100,""
"0127b64eaf45daeb5a01eacf73ff0a6a",3.4,3.45,3.45,2.85,2.8,1,100,""
"0127c68fd9882bdc5c5f8bf126a913df",3.0,3.5,4.5,2.5,3.75,1,20,""
"01284eaca780ac66e03c514ad561ca9c",3.6,3.85,4.2,4.5,2.3,1,100,""
"01287c21cb3c9791321f3a57653c9f92",4.25,2.75,3.0,3.5,4.25,1,20,""
"0128a397b2b131be4c6144a3d2cd4b3d",4.5,1.75,3.5,3.5,2.75,1,20,""
"01299cdd80bd1d23118857ed08495e99",5.0,4.75,2.75,3.5,3.0,1,20,""
"012b695b33eb4a1862e552c7197af3eb",4.25,4.5,4.5,4.75,1.5,1,20,""
"012b7f55bfd2a66ce052bf4061b577d9",3.0,2.75,5.0,4.0,1.25,1,20,""
"012bcb604442095feb1801b521c3721a",3.75,4.5,3.0,2.5,3.0,1,20,""
"012c4f83cd2cc305ba3042ddc851bb49",4.0,3.83,3.17,4.0,2.0,1,30,""
"012ce67547e84bd3e8a2e1916eabc3bd",3.5,4.75,3.75,3.75,3.0,1,20,""
"012d7abd7bf2c3d1016f50774a70f949",2.83,3.33,2.17,3.5,3.17,1,30,""
"012dc97731d982aaa005da9869cd9fc5",3.25,2.9,2.15,3.55,3.5,1,100,""
"012f2141074b6c8b1b9f7ac0475b1bca",4.0,2.75,3.25,4.0,3.25,1,20,""
"012f7f8f342477e351e4c6ac18205165",4.5,3.0,3.75,4.0,2.5,1,20,""
"012fb13090ec91968006ba6b5044a6a4",4.25,4.25,2.75,3.25,2.5,1,20,""
"01301b503dd9859bc23926e070c6b72d",4.25,4.3,4.9,4.25,1.45,1,100,""
"013039b31d2add5ccc83519b23547f55",4.35,3.1,2.95,3.45,3.2,1,100,""
"013050ec4192007182346fa630b0ba83",5.0,4.0,3.75,5.0,2.0,1,20,""
"013060bf92514ab4d8a0c9f248df8789",3.5,3.67,4.0,3.5,2.5,1,30,""
"0130b3f8e61ccbdc1fb39274f83c8077",3.67,2.0,4.5,4.67,2.67,1,30,""
"0130c01c736239650944b520f3b9e229",3.25,4.0,3.25,4.5,2.5,1,20,""
"013179e8792c9a90e3a53a262332a1ad",4.75,4.0,2.5,4.0,3.25,1,20,""
"0131b9807673f3660bd4af26731c2ec1",2.5,4.33,3.25,4.75,2.0,1,20,""
"01324263e6f581277f3e3568c5ef2239",3.75,4.0,3.75,3.67,3.25,1,20,""
"01329af98d6ec1a816ef6fedff045392",2.5,2.5,4.0,3.75,3.25,1,20,""
"01333afcb5f5e7f5dccef5aa6c80196b",3.25,2.63,4.0,4.0,2.0,1,40,""
"0133867a51838296012016e7dd26559e",3.5,3.75,4.25,4.0,1.75,1,20,""
"01344fb00c11300e926aa1198e851ca0",3.5,3.5,4.0,4.25,2.75,1,20,""
"013614cac342a9c2bcdca5347df87341",4.75,4.75,3.25,4.0,2.25,1,20,""
"0136cc34d5cfb75ca06641c5d5fdefd7",3.35,1.25,1.4,2.7,4.8,1,100,""
"0136fc28b87400d4bfa74f644765b02b",4.2,4.55,4.5,3.55,1.1,1,100,""
"013726cd0dde25713d594faa8f8ff707",3.25,3.0,3.0,3.0,3.0,1,20,""
"013768f0b7d9ce1b06fb74fad395daa6",2.5,4.25,1.5,4.0,3.25,1,20,""
"01376e6bac8aac0a87e5f16c435c22a6",4.0,3.0,3.0,4.75,3.5,1,20,""
"0137ae66f3c2bcda3007f6ec9a4aa211",5.0,3.75,4.0,4.0,2.5,1,20,""
